▁i ▁was ▁in ▁ago n y ▁.	▁我 在 快 苦 ▁。 在 在 在 在 在 在 在 在 在 在
▁here ' s ▁a ▁guy ▁who ▁say s ▁that ▁your ▁god ▁is ▁a ▁f al s e ▁god ▁.	▁這是 這裡 人 你 上 話 神 假 的 神 奇 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁these ▁would ▁be ▁almost ▁in com p re h en s i b ly ▁ t in y ▁.	▁這些 可能 幾乎 幾乎 幾乎 小 達 可 思 議 的 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁so ▁that ' s ▁, ▁as ▁i ▁said ▁, ▁the ▁little ▁div ers ion ▁on ▁my ▁main ▁love ▁.	▁我 我 說 說 的 ▁, 主要 個 小 好 ▁。 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁actually ▁, ▁i ▁just ▁need ed ▁to ▁have ▁a ▁bit ▁of ▁help ▁to ▁come ▁up ▁to ▁the ▁stage ▁.	▁我 ▁, 我 ▁, 我 來 來 幫助 進 台 ▁。
▁and ▁i ▁show ed ▁it ▁to ▁some ▁friends ▁of ▁ min e ▁, ▁and ▁they ▁love d ▁it ▁.	▁我 向 看 給 看 朋友 朋友 ▁, ▁他們 喜歡 喜歡 它 d d d d d d d d d d d d d d d d d d d
▁what ▁really ▁matter s ▁is ▁basic ally ▁to ▁man ip ul ate ▁the ▁emotion s ▁of ▁the ▁people ▁.	▁ 真正 是 是 ▁, 操 作 的 人 的 情緒 感
▁these ▁are ▁ ne ce s s ary ▁but ▁in s u f fi ci ent ▁question s ▁.	▁這些 都是 必 要 的問題 ▁但 在 是 受 斥 的問題 ▁。 在 在 在 在 在 在 在 在 在 在 在 在 在 在 在 在 在 在 在
▁i ▁ re min d ▁you ▁of ▁that ▁ 90 ▁percent ▁a c cu ra cy ▁ra te ▁.	▁我 提 醒 你 的 90 % 的 種族 確 ▁。 ▁。
▁" ▁you ' re ▁not ▁interesting ▁. ▁" ▁" ▁you ' re ▁ re le van t ▁. ▁"	▁「 ▁你 不 有 趣 ▁」 ▁」 ▁你 是 ▁。 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是
▁this ▁is ▁about ▁the ▁heart ▁ra te ▁of ▁a ▁health y ▁ 16 y e ar ol d ▁.	▁這是 是 臟 率 是 16 16 歲 小孩 的 的 ▁。
▁p sh h ▁, ▁you ▁know ▁how ▁hard ▁it ▁is ▁being ▁a ▁do me s tic ▁work er ▁?	▁ 請 實 ▁, ▁你知道 ▁, 作 不 如何 麼 積 ▁? 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是
▁my ▁problem ▁is ▁, ▁some ▁of ▁the ▁bit s ▁in ▁it ▁i ▁don ' t ▁think ▁are ▁true ▁.	▁我 問題 的問題 它 來說 有些 東西 點 是 認為 認為 同 ▁。
▁but ▁one th ir d ▁of ▁ju ni or ▁high ▁school ▁students ▁fail ed ▁to ▁answer ▁this ▁question ▁.	▁但 一個 一位 分 之 的 學生 學生 學生 學生 回答 這個問題 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁i ▁would ▁just ▁light ▁up ▁a ▁ ci ga re t te ▁. ▁it ▁would ▁look ▁cool er ▁.	▁我 會 把 亮 料 小時 燈 ▁。 看起來 它 酷 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁because ▁i ▁am ▁so ▁, ▁so ▁bad ▁at ▁sign al ing ▁when ▁i ▁need ▁someone ' s ▁help ▁.	▁因為我 是 糟 好 長 的 時 色 需要 有人 的 信 ▁。
▁we ▁do ▁the ▁ op po s ite ▁, ▁which ▁is : ▁everybody ▁get s ▁all ▁the ▁information ▁.	▁我們 做 是 相 反 ▁, ▁ 說 每個人都 會 資訊 資訊 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁consider ▁every ▁major ▁comp ul s or y ▁e f for t ▁it ▁take s ▁to ▁be ▁human ▁.	▁ 每個 人類 的 主要 可 思 人類 的 所有 作 ▁。 人 ▁。
▁they ' re ▁still ▁ask ing ▁themselves : ▁what ' s ▁in ▁it ▁for ▁me ▁? ▁. ▁. ▁.	▁他們 仍然 問 問 自己 : 什麼 自己 做什麼 什麼 ▁? 的 ▁? ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁so ▁, ▁can ▁we ▁solve ▁this ▁problem ▁us ing ▁art if ic ial ▁in te ll ig ence ▁?	▁所以 ▁, ▁我們可以 能 解決 藝術 工 智慧 來 解決 這個問題 ▁? ▁? 用 用 用 用 用 用 用 用 用 用 用 用 用 用 用 用 用 用
▁and ▁i ▁began ▁the ▁jo ur ne y ▁of ▁red is co ver ing ▁the ▁value ▁of ▁sleep ▁.	▁我 重新 我 了 紅 調 紅 眠 的 寶 的 價值 程 ▁。
▁so ▁it ' s ▁about ▁a ▁mil e ▁across ▁, ▁ 60 0 ▁f e e t ▁deep ▁.	▁所以 大約 英 里 ▁, ▁, ▁ 60 百 英 尺 深 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁he ▁was ▁the ▁ re li e f ▁p it ch er ▁of ▁the ▁year ▁in ▁200 0 ▁.	▁他 在 200 0 年 的 教 高 的 援 手 入 ▁。
▁the ▁to ug h ▁hi de ▁is ▁difficult ▁to ▁cut ▁, ▁even ▁with ▁a ▁k n if e ▁.	▁ 笑 使 是 者 子 ▁, ▁ 即 膚 病 很 切 斷 ▁。
▁he ▁work s ▁in ▁the ▁country ▁where ▁he ▁come s ▁from ▁, ▁bur ki na ▁f as o ▁.	▁他 在 國 國家 語 內 ▁, ▁ 喬 魯 納 州 國 . 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯 斯
▁i ▁want ▁to ▁show ▁you ▁why ▁that ▁is ▁, ▁i ▁want ▁to ▁show ▁you ▁how ▁it ▁work s ▁.	▁我想 給 你們 為什麼 為什麼 我 要 想要 給 你們 如何 運作 的 ▁。
▁so ▁he ▁ led ▁us ▁through ▁the ▁process ▁of ▁creat ing ▁a ▁family ▁mis s ion ▁state ment ▁.	▁所以 透過 我們 我們 去 作 了 家庭 ▁ 創 ▁」 旨 ▁」 ▁ ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」
▁of ▁course ▁, ▁i ' m ▁talk ing ▁about ▁gene a log y ▁the ▁study ▁of ▁family ▁history ▁.	▁當然 ▁, ▁我 在 談 的 基因 族 的 的 歷史 上 研究 ▁。 多 多 多 多 多 多 多 多 多 多 多 多 多 多 多 多 多
▁this ▁so ft wa re ▁allow s ▁us ▁to ▁come ▁close ▁and ▁look ▁at ▁part s ▁of ▁this ▁.	▁這 軟 軟 體 讓我們 仔 接 接 近 的 到 東西 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的
▁i ▁just ▁thought : ▁these ▁are ▁the ▁a ctor s ▁i ▁want ▁to ▁see ▁play ▁these ▁part s ▁.	▁我 只是 想 : 這些 看看 這些 部分 員 ▁。 釋 這些 部分 ▁。 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的
▁da vi d ▁is ▁fear less ▁of ▁technology ▁, ▁and ▁he ▁is ▁absolute ly ▁ ten ac ious ▁.	▁ 丹 是 不 相信 科技 ▁, ▁, 恐懼 持 ▁。 程度 有
▁what ▁if ▁c li ent s ▁said ▁, ▁" ▁that ' s ▁ ri d ic ul ous ▁.	▁如果 若 說 客 戶 說 : ▁「 ▁ 真 格 ▁」 棒 錯 議 了 ▁。 是 是 是 是 是 是 是 是 是 是 是 是 是
▁but ▁make ▁no ▁mis t ake ▁about ▁it : ▁ s ight ▁is ▁an ▁i ll us ion ▁.	▁但 沒有 誤 解 : : ▁「 覺 是 子 ▁。 我 覺 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁the ▁good ▁new s ▁is ▁that ▁change ▁is ▁happening ▁, ▁and ▁it ' s ▁happening ▁ very ▁fast ▁.	▁好 消 息 是 改變 的 發生 了 ▁ 它 的 很 快 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁for ▁me ▁, ▁they ▁share ▁a ▁fun d a ment al ▁problem : ▁they ' re ▁too ▁slow ▁.	▁對 我 我 來說 ▁, ▁他們 分享 基本 點 : : 慢 了 ▁。 了 了 了 了 了 了 了 了 了 了 了 了 了 了 了 了 了
▁how ever ▁, ▁your ▁brain s tor m s ▁continue ▁to ▁be ▁ generat ed ▁in ▁your ▁head ▁.	▁然而 ▁, ▁你 大腦 動 號 持續 繼續 產生 你的 頭 袋 產生 的 損 損 損 損 損 損 損 損 損 損 損 損 損 損 損 損 損
▁he ' s ▁really ▁good ▁and ▁he ▁has ▁never ▁talk ed ▁about ▁a ▁girl f ri end ▁. ▁"	▁他 很 好 害 ▁, ▁他 他 來 談 到 女孩 兒 ▁。 ▁」 他 他 他 他 他 他 他 他 他 他 他 他 他 他 他 他 他
▁man ▁2 : ▁never ▁had ▁scientist s ▁been ▁put ▁under ▁such ▁ press ure ▁and ▁de m and ▁.	▁ 男 : 來 沒有 被 這樣的 臨 這樣的 多 的 壓力 需求 ▁。
▁but ▁i ▁put ▁everything ▁that ▁i ▁had ▁st u di ed ▁and ▁learned ▁into ▁ those ▁plan s ▁.	▁但我 把 進 所有 一切 都 ▁ 都 這些 去 這些 那些 這些 植物 ▁。 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些 這些
▁cl : ▁it ' s ▁an ▁in c re d ible ▁thing ▁that ' s ▁ taking ▁place ▁.	▁ 不 不 不 不 事 元 的 ▁。 凡 的地方 求 的 ▁。 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事 的事
▁we ▁then ▁take ▁a ▁sc a f fo ld ▁that ▁we ▁shape ▁like ▁a ▁ bl ad der ▁.	▁然後 我們 把 大 掃 像 成 像 胱 ▁。 影 的 形 架 ▁。
▁it ▁was ▁possible ▁the ▁answer s ▁i ▁had ▁were ▁wrong ▁, ▁that ▁the ▁question s ▁themselves ▁were ▁wrong ▁.	▁ 答案 答案 答案 是 錯 的 ▁, 是 ▁, 不 是 錯 的 ▁。
▁i ' m ▁call ing ▁it ▁the ▁one ▁machine ▁. ▁but ▁we ' re ▁li n king ▁data ▁.	▁我 把 說 它 為 機器 ▁, r 的 的 ▁但我們 是 使用 ▁。 ▁。 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的
▁we ▁had ▁long ▁sp ine s ▁, ▁the ▁sp ine s ▁form ing ▁the ▁big ▁ sa il ▁.	▁我們 長 長 後 椎 大 期 激 大 大 大 的 船
▁so ▁, ▁in ▁fact ▁, ▁it ' s ▁not ▁per man ent ly ▁in ▁the ▁high ▁sea s ▁.	▁所以 ▁, 上 ▁, ▁ 不是 不 永 高 海 中 ▁。 久 ▁。 定 的
▁any one ▁can ▁take ▁p le o ▁and ▁they ▁can ▁to t ally ▁red o ▁his ▁personal ity ▁.	▁ 任何 人 都 可以 用 塑 他的 ro o ▁, 都 ▁。 質 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁and ▁they ▁all ▁say ▁the ▁same ▁thing : ▁" ▁because ▁they ▁would ▁have ▁done ▁it ▁for ▁me ▁. ▁"	▁他們 說 說 同樣的 事 : ▁「 ▁因為 他們 會 做 我 做 ▁。 ▁」 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為 因為
▁a ▁ ty p ical ▁day ▁in ▁space ▁start s ▁with ▁the ▁perfect ▁ com m ut e ▁.	▁ 太空 船 ▁, 均 的 日 開始 常 終 完美 的 營 訊 ▁。
▁the ▁best ▁way ▁to ▁vi s ual ize ▁an ▁electric ▁field ▁is ▁to ▁think ▁of ▁gr av ity ▁.	▁ 最 好 的方法 視 是 思考 力 場 是 要 想 待 真 力
▁in ▁fact ▁, ▁read er ▁, ▁i ▁mar ri ed ▁him ▁. ▁i ▁bo ug h t ▁him ▁.	▁事實上 ▁, ▁我 讀 他 ▁。 婚 ▁。 ▁。 ▁我 馬 帶 了 來 ▁。 了 了 了 了 了 了 了 了 了 了 了 了 了 了 了 了
▁i ▁don ' t ▁get ▁it ▁at ▁all ▁. ▁" ▁that ▁means ▁art ▁is ▁working ▁, ▁you ▁know ▁?	▁我 不 不 見 白 這 ▁」 嗎 ▁? 意味著 藝術 是 ▁? 嗎 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁al r ight ▁, ▁so ▁, ▁why ▁does ▁ ke t ch up ▁act ▁all ▁we ir d ▁?	▁ ▁, ▁, ▁ 為 何 ▁, 茄 醬 ▁? 行動 ▁? 如何 ▁? 怪 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁and ▁i ▁live ▁down ▁there ▁, ▁so ▁we ▁sp ent ▁a ▁lot ▁of ▁time ▁looking ▁at ▁the ▁need ▁.	▁我 那時 此 此 住 在 那裡 近 ▁, ▁所以我們 花 了 很多 時間 來 ▁。 時間 時間 時間 時間 時間 時間 時間 時間 時間 時間 時間 時間 時間 時間 時間
▁also ▁, ▁high ▁st re s s ▁in hi bi t s ▁o x y t oc in ▁.	▁ 同時 外 ▁, ▁ 高 度 的 壓力 分 ▁。 有 縮 ▁。 產 素 ▁。
▁three ▁and ▁a ▁half ▁years ▁ago ▁, ▁i ▁made ▁one ▁of ▁the ▁best ▁decision s ▁of ▁my ▁life ▁.	▁ 三 十 半 前 ▁, ▁我 做了 一個 最 最 最 好 的 決定 ▁。 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇 選擇
▁we ' re ▁see ing ▁new ▁rule s ▁and ▁ta bo os ▁for ▁how ▁to ▁co ur t ▁.	▁我們 看到 新的 新的 新 募 規 新的 新的 規 則 ▁。 教 規 忌 ▁。
▁ h ence ▁my ▁mo t to : ▁green ▁is ▁the ▁new ▁red ▁, ▁white ▁and ▁blue ▁. ▁"	▁ ▁, ▁ 媽 綠 下 是 綠 綠 色 ▁, 白 ▁, 色 色 色 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是
▁yea h ▁, ▁that ' s ▁right ▁, ▁you ▁guy s ▁are ▁all ▁great ▁micro man ag ers ▁.	▁是 的 ▁, ▁ 是 人 都是 都 微 棒 的 ▁。 妙 者 ▁。
▁ y r : ▁it ▁was ▁about ▁20 ▁years ▁ago ▁, ▁when ▁i ▁discover ed ▁free ▁fall ing ▁.	▁ y 然 20 20 不 多 20 年前 ▁, 我 發現 ▁, 落 下 內 ▁,
▁all ▁of ▁them ▁were ▁li mit ed ▁to ▁ 50 ▁, ▁100 ▁or ▁ 50 0 ▁school s ▁.	▁ 都 都 都是 限 五 五 50 0 50 0 50 0 名 學校 ▁。 百 學校 學校 學校 學校 學校 學校 學校 學校 學校 學校 學校 學校 學校 學校
▁it ▁really ▁doesn ' t ▁have ▁what ' s ▁called ▁an ▁o i ly ▁fish ▁pro fi le ▁.	▁它 這種 斯 有 類 什麼 謂 的 魚 ▁ 奧 ▁" ▁。 ▁ 魚 出 ▁。 ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁" ▁"
▁he ▁say s ▁, ▁" ▁why ▁don ' t ▁you ▁leave ▁me ▁a ▁mis s ed ▁call ▁? ▁"	▁他說 : ▁" ▁為什麼 為 何 你 留 一個 下 名 道 留 的 ▁? 錯 ▁」 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁" ▁what ▁ ' ti s ▁to ▁love ▁? ▁" ▁ sh ake s pe a re ▁said ▁.	▁「 ▁ 莎 願 何 愛 ▁」 ▁」 的 士 說 亞 說 說 過 : 說 說 說 說 說 說 說 說 說 說 說 說 說 說
▁she ' s ▁ta ug h t ▁me ▁that ▁love ▁is ▁an ▁a ction ▁, ▁not ▁a ▁feeling ▁.	▁她 教 我 愛 ▁ 愛 我 ▁ 愛 ▁ 愛 ▁」 ▁ ▁ 不是 感覺 ▁。 愛 愛 愛 愛 愛 愛 愛 愛 愛 愛 愛 愛 愛 愛
▁and ▁the ▁bo m b s ight ▁will ▁tell ▁him ▁when ▁to ▁dr op ▁the ▁bo m b ▁.	▁ 炸 彈 瞄 準 時 會 告訴 他 彈 奏 ▁。 ▁。 會 棄 彈 ▁。
▁so ▁the ▁con v ent ion al ▁business ▁model ▁in ▁the ▁we s t ▁is ▁more ▁for ▁more ▁.	▁ 我們 ▁ 政府 方 商 商 業 模式 更 更 更 的 ▁。 代 的
▁my ▁gr and fa th er ▁was ▁in ▁p ri s on ▁ during ▁pro hi b ition ▁.	▁我的 巴 的 祖 忌 店 ▁, ▁, ▁我 祖 婆 開 監 ▁。 巴 獄 中 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁it ▁is n ' t ▁something ▁that ▁their ▁parents ▁tell ▁them ▁, ▁or ▁their ▁teach ers ▁tell ▁them ▁.	▁ 不是 他們 告訴 他們 父母 說 他們 他們 ▁ 老師 他們 告訴 他們 他們 ▁。 告訴 些 他們 他們 他們 他們 他們 他們 他們 他們 他們 他們 他們 他們 他們
▁people ▁us ual ly ▁with d ra w ▁from ▁the ▁conversation ▁and ▁find ▁someone ▁else ▁to ▁talk ▁to ▁.	▁ 人們 通常 會 和 用 和 談 談 去 找 ▁ 找到 一個 別人 來 聊 ▁。 別人 別人 別人 別人 別人 別人 別人 別人 別人 別人 別人 別人 別人
▁now ▁a ▁key ▁part ▁to ▁the ▁ba y es ian ▁is ▁this ▁part ▁of ▁the ▁form ul a ▁.	▁ 關鍵 殼 派 坦 是 是 關鍵 部分 部分 這個 形 式 的 部分 部分
▁it ▁would ▁rule ▁out ▁the ▁ ri val ▁the or ies ▁, ▁but ▁not ▁rule ▁out ▁your s ▁.	▁它 理論 法 理論 來說 規 規 除 ▁, ▁但 不 規 ▁, 不是 出 你的 除 ▁。
▁all ▁right ▁, ▁so ▁for ▁some ▁of ▁you ▁, ▁this ▁may ▁be ▁really ▁, ▁really ▁out ▁there ▁.	▁好 ▁, ▁, ▁ 你們 座 各位 人 來說 ▁, 可能 真的 有 很 在 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁they ▁also ▁co in ed ▁the ▁term ▁ra di o ac t iv ity ▁along ▁the ▁way ▁.	▁他們 牠們 者 也 合作 也 了 ▁ 輻 射 線 ▁」 ▁。 的 路 ▁。 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻 輻
▁if ▁i ▁can ▁find ▁this ▁, ▁i ▁can ' t ▁make ▁the ▁phone ▁ex p lo de ▁.	▁如果 我 可以 不到 這個 張 ▁, ▁我 不能 不能 製造 電話 擴 ▁。 炸 ▁。 手機 手機 手機 手機 手機 手機 手機 手機 手機 手機 手機 手機 手機 手機 手機
▁africa ▁has ▁been ▁good ▁to ▁us ▁; ▁it ▁is ▁time ▁for ▁us ▁to ▁give ▁back ▁to ▁africa ▁.	▁ 非洲 一直 我們 我們 我們 ▁, ▁ 時候 我們 到 非洲 來 來 ▁。 ▁。 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的
▁ os bo ur ne ▁and ▁good ▁both ▁main t ain ed ▁their ▁in no c ence ▁.	▁ 俄 斯 和 和 好 柯 的 者 都 在 持 他們的 ▁。 除 ▁。 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的
▁so ▁i ▁said ▁, ▁" ▁sure ▁, ▁i ▁could ▁sp a re ▁some ▁time ▁for ▁that ▁. ▁"	▁我 說 : ▁「 ▁當然 確定 時間 ▁, ▁我 可以 花 象 白 我 ▁。 ▁」 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁that ' s ▁how ▁it ▁is ▁for ▁many ▁in ▁my ▁home ▁country ▁, ▁col om b ia ▁.	▁這是 我的 國家 母 內 ▁ 許多 倫 比 亞 ▁, ▁ 哥 ▁。 ▁。 在 ▁。 哥 哥 哥 哥 哥 哥 哥 哥 哥 哥 哥 哥 哥 哥
▁cha r m ing ly ▁i ▁thought ▁i ▁said ▁, ▁" ▁yea h ▁, ▁i ▁know ▁. ▁"	▁ 很 我 說 想 想 ▁我 說 : ▁「 ▁是 啊 ▁。 ▁我 知道 ▁。 ▁」 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁so ▁we ' ve ▁hand ed ▁out ▁br ac el ets ▁. ▁small ▁is ▁the ▁new ▁big ▁.	▁所以我們 我們 手 出 橋 ▁, ▁, ▁ 型 ▁」 新的 新 大 大 型 ▁。 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」 ▁」
▁why ▁didn ' t ▁she ▁get ▁out ▁of ▁the ▁car ▁when ▁she ▁felt ▁something ▁bad ▁might ▁happen ▁?	▁為什麼 她 不 覺得 車 到 壞 事 ▁? 發生 時 會 覺得 ▁? ▁? ▁? ▁?
▁my ▁friends ▁, ▁it ' s ▁ very ▁easy ▁to ▁do ▁. ▁we ▁did ▁it ▁, ▁no ▁?	▁我的 朋友 ▁, ▁, ▁ 朋友 很 容易 ▁, ▁我們 做了 了 ▁, ▁ 不 嗎 ▁? 做 做 做 做 做 做 做 做 做 做 做 做 做 做
▁it ▁also ▁work s ▁for ▁everything ▁from ▁shape s ▁to ▁super ▁bo w l ▁a d s ▁.	▁它 為 合 於 超 一 東西 的 電腦 狀 ▁。 超 級 的 的 告 ▁。
▁arm ed ▁with ▁the ▁power ▁of ▁light ▁, ▁that ' s ▁actually ▁within ▁our ▁gr as p ▁.	▁ 著 燈 鏡 外 線 ▁, 光 力 ▁。 其實 利 ▁。 在 在 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁the ▁can ner ies ▁are ▁go ne ▁. ▁the ▁po ll ut ion ▁has ▁a b ated ▁.	▁ 神經 子 的 的 的 有 徙 了 污 染 了 體 就是 失 了 ▁。 了 了 了 了 了 了 了 了 了 了 了 了 了
▁b g : ▁i ▁said ▁at ▁the ▁beginning ▁that ▁your ▁book ▁has ▁been ▁c ri tic ized ▁.	▁ 布 : 那 : 我 端 的 ▁, 說 說 過 書 ▁。 的 批 犯 評 說 說 說 說 說 說 說 說 說 說 說 說
▁this ▁particular ▁animal ▁actually ▁circ led ▁for ▁3 1 ▁full ▁days ▁ during ▁our ▁mis s ion ▁.	▁這 張 動物 殊 的 動物 其實 是 在 著 我們 ▁。 過 我們的 任務 中 間 ▁。 都 變 3 整 整 1 天 ▁。
▁the ▁first ▁ te mp ting ▁answer ▁is ▁, ▁" ▁i ' m ▁not ▁mov ing ▁. ▁"	▁ 第一個 答案 答案 來說 的 來 ▁, 答案 不是 ▁我 不是 先 ▁, 爍 ▁。 ▁。 頭 ▁。 是 ▁「 ▁「 不是 動 ▁。 ▁。 ▁」
▁it ▁was ▁hard ▁ getting ▁them ▁out ▁of ▁i m u ▁, ▁for ▁them ▁and ▁for ▁us ▁.	▁ 很 把 知道 我 ▁我 麻 西 ▁」 ▁」 ▁」 ▁」 為 ▁。 我們 來說 我們 來說 ▁。 ▁。 的 的 的 的 的 的 的 的 的
▁top ▁k not ▁turn ▁up ▁, ▁turn ▁up ▁, ▁turn ▁up ▁about ▁ getting ▁the ▁work ▁done ▁.	▁ 頂 子 變成 頂 上 ▁, ▁ 結果 上 工作 ▁ 結果 上 工作 結果 工作 工作 做 砸 ▁。 頭 頭 頭 頭 頭 頭 頭 頭 頭
▁one ▁thing ▁you ▁can ▁do ▁with ▁a ▁picture ▁like ▁this ▁is ▁simply ▁a d mi re ▁it ▁.	▁ 一個 這個 一個 件事 圖 片 這樣的 這樣的 做 ▁? 說 熟 的 圖 賞 ▁。 象 ▁。
▁but ▁de s pi te ▁all ▁of ▁this ▁moment um ▁, ▁we ▁face ▁some ▁huge ▁challenge s ▁.	▁但 儘 管 如此 許多 一 的 挑戰 訪 ▁, ▁, ▁我們 面對 有 臨 著 巨 大 的 挑戰 ▁。
▁imagine ▁now ▁what ▁we ▁could ▁do ▁with ▁this ▁technology ▁against ▁ s ar s co v 2 ▁.	▁ 想像 我們 我們 ▁我們 科技 抗 生 科技 狀 的 ▁, 能 做什麼 這個 技術 ▁。 法 ▁。 技術 技術 技術 技術 技術 技術 技術 技術 技術 技術 技術
▁often ▁, ▁people ▁will ▁say ▁, ▁" ▁well ▁, ▁we ' ve ▁never ▁done ▁that ▁before ▁. ▁"	▁ 人們 ▁, 說 說 : ▁「 ▁ 嗯 ▁, ▁」 從 來 沒有 做 做 ▁。 ▁。 ▁」 吧 吧 吧 吧 吧 吧 吧 吧 吧 吧 吧 吧
▁what ▁is ▁science ▁but ▁the ▁e mp ir ical ▁p ur s u it ▁of ▁the ▁truth ▁?	▁ 科學 求 科學 理 的 科學 理 是什麼 是什麼 過 真 真 ▁? ▁ 真 ▁? 是什麼 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁br id ge t ▁was ▁born ▁in ▁came ro on ▁, ▁the ▁old est ▁of ▁four ▁children ▁.	▁ 布 朗 特 在 生 於 十 麥 克 尼 ▁ 四 個 孩子 的 四 兒 孩子 的 的 的 的 的 的 的 的 的 的 的 的
▁so ▁all ▁these ▁things ▁have ▁ ar ous ed ▁a ▁huge ▁out c ry ▁from ▁the ▁internet ▁.	▁所以 一切 東西 都 網路 聯 網 網路 ▁, 起 了 大 型 的 大 過 意
▁that ▁bring s ▁me ▁to ▁my ▁second ▁ s log an : ▁so ▁what ▁? ▁now ▁what ▁?	▁那 帶 我 我 第二 個 邏 : : 所以 是什麼 是什麼 ▁? 呢 怎麼 做 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
